index,Company,TypeName,Inches,screen_type,touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price
542,HP,Ultrabook,13.3,"ips display",0,3200,1800,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.34,61006
543,Acer,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Nvidia," GeForce GTX 1050",linux,2.40,42517
544,Asus,Notebook,15.6,N/A,0,1366,768,AMD,"E-Series 7110",1.80,4,HDD,500,0,AMD," Radeon R2 Graphics",windows,2.00,18595
545,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.40,4,SSD,128,0,Intel," HD Graphics 620",windows,2.10,37589
546,Lenovo,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,HDD,500,0,Intel," HD Graphics 620",windows,1.87,41825
547,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.30,4,HDD,1,0,Intel," HD Graphics 520",N/A,2.15,24634
548,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",windows,1.86,21152
549,Lenovo,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.99,92121
550,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,SSD,128,0,Intel," HD Graphics 520",windows,2.20,26587
551,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.90,59513
552,Dell,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,4.42,143803
553,HP,Notebook,17.3,N/A,0,1600,900,Intel,"Core i3",2.00,8,HDD,1,0,Intel," HD Graphics 520",windows,2.65,28992
554,HP,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,Nvidia," GeForce 930MX",windows,2.63,68198
555,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,HDD,500,0,Intel," HD Graphics 500",linux,2.00,11935
556,Mediacom,Notebook,13.3,"ips display",0,1920,1080,Intel,"Atom x5-Z8350",1.44,4,"Flash Storage",32,0,Intel," HD Graphics",windows,1.35,13586
557,Lenovo,Notebook,17.3,N/A,0,1600,900,Intel,"Core i7",2.70,6,Hybrid,128,1,Nvidia," GeForce 940MX",windows,2.80,50563
558,HP,Notebook,15.6,"ips display",0,1920,1080,AMD,"A10-Series A10-9620P",2.50,6,SSD,128,0,AMD," Radeon 530",windows,1.91,30311
559,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,1,0,AMD," Radeon R5 M420",windows,2.18,32922
560,Acer,"2 in 1 Convertible",11.6,"ips display",1,1920,1080,Intel,"Celeron Dual",2.00,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.25,18595
561,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.70,4,SSD,128,0,Intel," HD Graphics 620",windows,2.05,33566
562,HP,Ultrabook,13.3,"ips display",1,3200,1800,Intel,"Core M",1.20,16,SSD,512,0,Intel," HD Graphics 515",windows,1.16,104695
563,Lenovo,Notebook,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," Quadro M620M",windows,3.40,159787
564,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,2.50,44702
565,Dell,Ultrabook,13.3,"ips display",1,3840,2160,Intel,"Core i5",1.60,8,SSD,128,0,Intel," UHD Graphics 620",windows,1.21,85195
566,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.60,4,HDD,500,0,Intel," HD Graphics 620",windows,1.93,51096
568,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Pentium Quad",1.10,4,HDD,500,0,Intel," HD Graphics 505",windows,2.20,18328
569,Lenovo,Notebook,14,N/A,0,1366,768,Intel,"Core i5",2.50,4,HDD,500,0,Intel," HD Graphics 620",windows,2.02,52747
570,HP,Workstation,17.3,N/A,0,1600,900,Intel,"Core i5",2.80,8,HDD,500,0,Nvidia," Quadro M1200",windows,3.14,99154
571,HP,Notebook,14,N/A,0,1366,768,Intel,"Pentium Quad",1.60,8,HDD,2,0,Intel," HD Graphics 405",windows,1.94,20726
572,HP,Notebook,15.6,"ips display",0,1920,1080,AMD,"A9-Series A9-9420",3.00,6,SSD,256,0,AMD," Radeon 530",windows,1.95,34579
573,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,2.30,44222
574,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,4,HDD,500,0,Intel," HD Graphics 620",windows,2.05,36497
575,Mediacom,Notebook,14,"full hd display",0,1920,1080,Intel,"Atom x5-Z8350",1.44,4,SSD,32,0,Intel," HD Graphics",windows,1.40,13267
576,Toshiba,Ultrabook,14,"full hd display",1,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,1.24,99367
577,Lenovo,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.70,32,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,4.60,141885
578,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.90,16,Hybrid,512,1,Nvidia," GeForce GTX 1070",windows,4.14,145401
579,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,AMD," Radeon R5 M430",linux,2.20,39907
580,Mediacom,Notebook,14,"ips display",0,1920,1080,Intel,"Celeron Quad",1.10,4,SSD,32,0,Intel," HD Graphics 500",windows,1.45,20726
581,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.60,8,HDD,500,0,Intel," HD Graphics 620",windows,1.90,53734
582,HP,Notebook,13.3,"full hd display",0,1920,1080,Intel,"Core i3",2.40,4,SSD,128,0,Intel," HD Graphics 620",windows,1.49,38308
583,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,SSD,256,0,Nvidia," GeForce 930MX",windows,1.93,81912
584,Dell,Netbook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",16,0,Intel," HD Graphics 400",NULL,1.26,15718
585,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,Hybrid,128,1,Nvidia," GeForce GTX 980M",windows,4.50,125155
586,HP,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1050",windows,3.78,79813
587,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i7",2.60,12,SSD,256,0,Intel," HD Graphics 520",windows,8.40,89137
588,Lenovo,Notebook,15.6,"touchscreen display",1,1366,768,Intel,"Core i7",1.80,12,HDD,1,0,Intel," HD Graphics 620",windows,2.20,32448
589,Asus,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,2.73,94306
590,Asus,"2 in 1 Convertible",15.6,"touchscreen display",1,1366,768,Intel,"Core i5",2.50,8,HDD,1,0,Intel," HD Graphics 520",windows,2.20,39374
591,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A12-Series 9720P",3.60,12,SSD,512,0,AMD," Radeon 530",windows,2.20,50563
592,Dell,"2 in 1 Convertible",31.6,"touchscreen display",1,1366,768,Intel,"Core M",1.00,4,SSD,128,0,Intel," HD Graphics 615",windows,1.39,32128
593,Samsung,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,2.50,90523
594,Lenovo,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",N/A,2.80,28185
595,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.30,8,HDD,1,0,Intel," HD Graphics 520",windows,2.29,24456
596,Lenovo,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.37,107892
597,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 630",windows,1.70,78535
598,Dell,"2 in 1 Convertible",12.5,"full hd display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.34,88978
599,Dell,Workstation,15.6,"full hd display",1,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," Quadro M620",windows,2.06,93933
600,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.84,64948
601,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.40,4,HDD,500,0,Intel," HD Graphics 620",windows,2.10,35617
602,Acer,Notebook,14,"full hd display",0,1920,1080,Intel,"Celeron Quad",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.60,17529
603,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,Hybrid,128,1,Nvidia," GeForce GTX 970M",windows,4.14,117163
604,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,1,0,AMD," Radeon R5 M420",linux,2.18,24775
605,MSI,Gaming,15.6,"4k display",0,3840,2160,Intel,"Core i7",2.80,16,Hybrid,256,2,Nvidia," GeForce GTX 1060",windows,1.80,122491
606,Toshiba,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.50,8,SSD,256,0,Intel," HD Graphics 520",windows,2.20,74539
607,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,6,HDD,1,0,Intel," HD Graphics 620",windows,2.40,30050
608,Lenovo,"2 in 1 Convertible",15.6,"ips display",1,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Intel," HD Graphics 630",windows,2.00,69211
609,Acer,Notebook,14,N/A,0,1366,768,Intel,"Pentium Quad",1.60,4,"Flash Storage",128,0,Intel," HD Graphics 405",windows,1.60,18595
610,Lenovo,Notebook,15.6,"ips display",0,3840,2160,Intel,"Xeon E3-1535M",3.10,32,SSD,1,0,Nvidia," Quadro M2200M",windows,2.50,261019
611,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.60,16,HDD,1,0,Nvidia," GeForce GTX 960<U+039C>",windows,2.59,46834
612,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,1,0,Intel," HD Graphics 520",linux,2.18,23651
613,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,1,0,Intel," HD Graphics 520",linux,2.25,19128
614,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.60,4,HDD,500,0,Intel," HD Graphics 620",linux,1.93,46300
615,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,3.00,62231
617,HP,Ultrabook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.84,74006
618,MSI,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,2.94,120832
619,Acer,"2 in 1 Convertible",11.6,"ips display",1,1366,768,Intel,"Celeron Quad",1.60,4,"Flash Storage",32,0,Intel," HD Graphics 400",NULL,1.25,20193
620,HP,Notebook,14,N/A,0,1366,768,Intel,"Core i5",2.60,8,SSD,256,0,Intel," HD Graphics 620",windows,2.31,59887
621,Lenovo,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.30,8,SSD,256,0,Intel," HD Graphics 520",windows,1.65,78055
622,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,4,HDD,1,0,AMD," Radeon 530",windows,2.20,41345
623,Fujitsu,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,2.20,42571
624,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.30,4,HDD,500,0,Intel," HD Graphics 520",windows,1.88,49657
626,Mediacom,Notebook,14,"full hd display",0,1920,1080,Intel,"Atom x5-Z8350",1.44,2,"Flash Storage",32,0,Intel," HD Graphics",windows,1.40,12734
627,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,SSD,128,0,Intel," HD Graphics 620",N/A,2.20,24935
628,Asus,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i5",2.50,6,HDD,1,0,Intel," HD Graphics 620",windows,1.50,34046
630,Asus,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,11.10,101232
631,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1050 Ti",windows,2.62,78801
632,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,4,SSD,256,0,Intel," UHD Graphics 620",windows,1.80,44169
633,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,1,0,Nvidia," GeForce 920MX ",windows,2.20,30849
634,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,8,HDD,1,0,Intel," HD Graphics 500",windows,2.00,21259
635,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Nvidia," GeForce GTX 1050",windows,1.99,48305
636,Dell,Ultrabook,13.3,"quad display",1,3200,1800,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.23,99580
637,Lenovo,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.60,2,"Flash Storage",32,0,Intel," HD Graphics 400",windows,1.42,13267
638,Lenovo,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.37,93635
639,Dell,Notebook,15.6,"4k display",1,3840,2160,Intel,"Core i7",2.80,16,SSD,1,0,Nvidia," GeForce GTX 1050",windows,2.06,127819
640,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050M",windows,2.50,59088
641,HP,Notebook,17,N/A,0,1600,900,AMD,"A9-Series 9420",3.00,8,HDD,1,0,AMD," Radeon R5",windows,2.60,27754
642,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,1.14,130536
643,Asus,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," GeForce GTX 1050 Ti",N/A,2.50,62284
644,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",windows,2.40,23976
645,Lenovo,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel," HD Graphics",windows,1.43,14599
646,Acer,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," Graphics 620",windows,1.80,48964
647,Razer,Gaming,14,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,SSD,256,0,Nvidia," GeForce GTX 1060",windows,1.95,138475
648,Toshiba,Notebook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",2.30,8,SSD,256,0,Intel," HD Graphics 520",windows,1.20,64629
649,Lenovo,Ultrabook,12.5,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.36,84396
650,Asus,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.70,32,SSD,512,0,Nvidia," GeForce GTX 1080",windows,3.80,149131
651,Acer,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Nvidia," GeForce GTX 1050",linux,2.40,37776
652,Dell,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.20,77251
653,MSI,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050 Ti",windows,2.20,63499
654,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",N/A,1.86,19442
655,Toshiba,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,500,0,Intel," HD Graphics 620",windows,2.00,56690
656,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,AMD," Radeon 530",windows,6.20,48964
657,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,16,Hybrid,256,2,AMD," Radeon 530",windows,2.20,60473
658,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.60,8,Hybrid,128,1,Nvidia," GeForce GTX 960",windows,3.31,63723
659,Dell,Gaming,17.3,"ips display",0,3840,2160,Intel,"Core i7",2.80,32,Hybrid,512,1,Nvidia," GeForce GTX 1070",windows,4.42,167692
660,Dell,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.40,8,SSD,256,0,Intel," HD Graphics 520",windows,1.56,65481
661,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,HDD,500,0,Intel," HD Graphics 500",windows,2.20,22324
662,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.30,4,HDD,500,0,Intel," HD Graphics 520",windows,2.20,28505
663,HP,Notebook,15.6,N/A,0,1920,1080,Intel,"Core i3",2.00,6,HDD,1,0,AMD," Radeon R5 M430",windows,2.04,28718
664,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,2.70,79215
665,Toshiba,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.10,4,SSD,128,0,Intel," HD Graphics 520",windows,2.10,26533
667,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,AMD," Radeon 530",windows,2.10,39694
668,Toshiba,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,2.00,67026
669,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,SSD,128,0,Intel," HD Graphics 520",linux,2.10,21951
670,Microsoft,Ultrabook,13.5,"touchscreen display",1,2256,1504,Intel,"Core i7",2.80,8,SSD,256,0,Intel," Iris Plus Graphics 640",windows,1.25,99519
671,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,128,1,AMD," Radeon R5 M430",windows,1.90,43580
672,Lenovo,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.30,55092
673,Lenovo,Notebook,35.6,N/A,0,1366,768,AMD,"E-Series E2-9000",2.20,4,SSD,128,0,AMD," Radeon R2 Graphics",windows,2.20,18595
674,HP,"2 in 1 Convertible",14,"ips display",1,1920,1080,Intel,"Core i3",2.40,4,SSD,128,0,Nvidia," GeForce 940MX",windows,1.63,37243
675,MSI,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1050",windows,2.40,68944
676,Asus,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.10,60473
677,HP,"2 in 1 Convertible",11.6,"touchscreen display",1,1366,768,Intel,"Celeron Dual",1.10,8,"Flash Storage",64,0,Intel," HD Graphics 500",NULL,1.40,26374
678,LG,Ultrabook,15.6,"ips display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,512,0,Intel," HD Graphics 620",windows,1.09,122491
679,Acer,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,16,SSD,256,0,Nvidia," GeForce GTX 1050 Ti",windows,2.50,69211
680,MSI,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.20,53168
681,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,SSD,128,0,Intel," HD Graphics 500",windows,1.86,22324
682,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,16,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,3.21,109277
683,HP,Notebook,17.3,"ips display",0,1920,1080,Intel,"Core i3",2.00,4,SSD,256,0,AMD," Radeon R5 520",windows,2.50,37243
684,Lenovo,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i7",1.80,8,SSD,512,0,Intel," UHD Graphics 620",windows,1.19,79867
685,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.90,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,3.49,149917
686,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,4,HDD,500,0,AMD," Radeon 520",windows,1.86,32640
687,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,1,0,AMD," Radeon R5 M430",windows,2.20,29073
688,HP,Notebook,17.3,"ips display",0,1920,1080,AMD,"A10-Series 9600P",2.40,6,HDD,2,0,AMD," Radeon R7 M440",windows,2.65,30316
689,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,HDD,500,0,Intel," HD Graphics 510",windows,2.10,16943
690,Acer,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel," HD Graphics 510",NULL,1.45,19980
691,Lenovo,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,SSD,256,0,Intel," HD Graphics 620",windows,1.70,37243
692,HP,Workstation,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,500,0,Nvidia," Quadro M1200",windows,3.14,101658
693,Lenovo,"2 in 1 Convertible",14,"touchscreen display",1,2560,1440,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.42,137995
694,Toshiba,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.50,51841
695,Acer,Netbook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel," HD Graphics",windows,1.40,14332
696,Lenovo,"2 in 1 Convertible",14,"full hd display",1,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,1.38,93187
697,Asus,"2 in 1 Convertible",12.5,"full hd display",1,1920,1080,Intel,"Core M",0.90,4,"Flash Storage",64,0,Intel," HD Graphics 515",NULL,1.20,35644
698,Toshiba,Ultrabook,13.3,"full hd display",1,1920,1080,Intel,"Core i7",2.50,16,SSD,512,0,Intel," HD Graphics 520",windows,1.36,100007
700,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Nvidia," GeForce GTX 1050",windows,2.56,43636
701,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A9-Series 9420",2.90,4,SSD,256,0,AMD," Radeon 530",windows,2.20,21259
702,Lenovo,Notebook,15.6,N/A,0,1366,768,AMD,"A12-Series 9720P",3.60,8,HDD,1,0,AMD," Radeon R7",windows,2.20,22857
703,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,HDD,1,1,Intel," HD Graphics 620",windows,2.10,33111
704,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",N/A,1.90,23976
705,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,2.18,42358
706,Acer,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i5",1.60,1,SSD,256,0,Intel," UHD Graphics 620",windows,1.60,53227
707,Lenovo,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.50,16,SSD,512,0,Nvidia," Quadro M520M",windows,2.18,98834
708,Lenovo,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.30,8,SSD,256,0,Intel," HD Graphics 520",windows,1.80,63456
709,HP,Notebook,17.3,"ips display",0,1920,1080,AMD,"A10-Series 9620P",2.50,6,HDD,2,0,AMD," Radeon 530",windows,2.71,34899
710,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050 Ti",windows,2.50,66547
711,Dell,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.80,8,SSD,256,0,Nvidia," GeForce 930MX",linux,1.64,58022
712,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Intel," HD Graphics 620",linux,1.98,38681
713,Asus,Notebook,14,"full hd display",0,1920,1080,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.50,15877
714,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.60,16,SSD,512,0,Intel," HD Graphics 620",windows,1.93,76012
715,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce 920MX",windows,1.87,45665
716,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.60,8,SSD,256,0,Intel," HD Graphics 620",windows,1.90,62817
717,Lenovo,Notebook,15.6,N/A,0,1366,768,AMD,"A6-Series 7310",2.00,4,HDD,500,0,AMD," Radeon R4",windows,2.19,15877
718,Mediacom,Notebook,14,"ips display",0,1920,1200,Intel,"Atom Z8350",1.92,4,HDD,32,0,Intel," HD Graphics 400",windows,1.40,14119
719,HP,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia," GeForce 930MX",windows,2.63,63936
720,Lenovo,Ultrabook,14,"ips display",0,2560,1440,Intel,"Core i7",2.50,64,SSD,512,0,Intel," HD Graphics 520",windows,1.17,89864
721,HP,"2 in 1 Convertible",13.3,"ips display",1,1366,768,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.58,44574
722,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.32,79867
723,Dell,Gaming,17.3,"4k display",0,3840,2160,Intel,"Core i7",2.80,32,Hybrid,1,1,Nvidia," GeForce GTX 1070",windows,4.36,194973
